pixel1,pixel2,pixel3,pixel4,pixel5,pixel6,pixel7,pixel8,pixel9,pixel10,pixel11,pixel12,pixel13,pixel14,pixel15,pixel16,pixel17,pixel18,pixel19,pixel20,pixel21,pixel22,pixel23,pixel24,pixel25,pixel26,pixel27,pixel28,pixel29,pixel30,pixel31,pixel32,pixel33,pixel34,pixel35,pixel36,pixel37,pixel38,pixel39,pixel40,pixel41,pixel42,pixel43,pixel44,pixel45,pixel46,pixel47,pixel48,pixel49,pixel50,pixel51,pixel52,pixel53,pixel54,pixel55,pixel56,pixel57,pixel58,pixel59,pixel60,pixel61,pixel62,pixel63,pixel64,pixel65,pixel66,pixel67,pixel68,pixel69,pixel70,pixel71,pixel72,pixel73,pixel74,pixel75,pixel76,pixel77,pixel78,pixel79,pixel80,pixel81,pixel82,pixel83,pixel84,pixel85,pixel86,pixel87,pixel88,pixel89,pixel90,pixel91,pixel92,pixel93,pixel94,pixel95,pixel96,pixel97,pixel98,pixel99,pixel100,pixel101,pixel102,pixel103,pixel104,pixel105,pixel106,pixel107,pixel108,pixel109,pixel110,pixel111,pixel112,pixel113,pixel114,pixel115,pixel116,pixel117,pixel118,pixel119,pixel120,pixel121,pixel122,pixel123,pixel124,pixel125,pixel126,pixel127,pixel128,pixel129,pixel130,pixel131,pixel132,pixel133,pixel134,pixel135,pixel136,pixel137,pixel138,pixel139,pixel140,pixel141,pixel142,pixel143,pixel144,pixel145,pixel146,pixel147,pixel148,pixel149,pixel150,pixel151,pixel152,pixel153,pixel154,pixel155,pixel156,pixel157,pixel158,pixel159,pixel160,pixel161,pixel162,pixel163,pixel164,pixel165,pixel166,pixel167,pixel168,pixel169,pixel170,pixel171,pixel172,pixel173,pixel174,pixel175,pixel176,pixel177,pixel178,pixel179,pixel180,Label
3,0,2,4,0,0,9,1,0,1,0,2,2,0,8,0,1,16,20,1,0,14,2,3,1,0,11,3,1,1,0,0,1,6,0,3,2,0,2,0,0,2,1,5,4,0,0,2,15,0,1,2,1,1,2,1,1,0,0,3,0,6,3,1,0,0,6,0,1,1,0,0,2,0,8,0,6,6,0,0,3,0,0,4,13,0,2,1,13,2,0,15,0,4,4,0,2,4,0,2,4,0,0,10,1,2,0,0,0,0,0,0,4,10,0,0,2,3,5,0,1,2,0,18,3,0,0,0,14,4,2,14,0,1,6,0,1,2,1,0,0,0,17,3,0,12,8,1,0,0,13,0,22,3,0,0,0,3,0,1,4,6,2,4,1,1,0,3,3,7,2,0,0,9,1,4,0,4,0,0,7
4,0,1,2,0,2,6,0,0,2,1,5,4,6,4,1,0,13,8,3,0,16,4,0,1,0,9,2,0,2,0,0,4,3,1,1,2,0,2,0,1,0,1,2,2,0,0,1,11,1,0,2,0,0,0,0,0,0,0,1,1,4,2,4,0,2,2,0,2,1,2,0,0,2,3,1,11,2,0,0,3,0,0,1,9,1,1,1,24,4,0,15,0,5,1,0,5,3,2,3,0,0,0,8,0,0,1,1,1,0,0,0,3,10,1,0,2,1,5,0,1,0,0,17,2,0,0,0,11,1,1,17,0,0,5,2,0,4,2,0,0,0,10,5,2,16,8,1,2,1,16,0,15,1,1,3,1,4,1,1,1,0,3,2,8,2,0,2,9,3,2,0,0,7,1,2,0,2,0,2,7
4,0,2,1,1,2,5,1,1,0,0,5,4,0,6,2,1,13,16,5,1,26,1,1,0,0,12,6,0,4,0,0,3,5,0,2,1,0,1,0,1,0,0,2,10,0,0,1,11,0,0,1,2,0,0,0,0,0,0,6,0,11,3,1,1,0,2,0,1,0,0,0,3,0,1,0,12,2,0,1,5,0,0,2,15,0,1,1,28,2,1,16,0,4,5,0,4,9,0,1,1,0,0,10,0,1,1,0,1,0,0,1,7,18,0,0,1,0,1,0,1,4,2,21,2,0,0,0,13,0,0,24,0,0,7,5,0,2,0,2,0,0,8,3,0,21,7,2,0,1,18,0,15,2,5,1,0,9,0,3,4,2,1,6,6,0,0,3,11,10,4,0,0,4,0,5,0,3,0,1,7
2,0,1,3,0,1,8,5,0,1,0,2,3,0,8,2,0,17,21,1,1,21,2,1,2,0,8,1,0,1,0,0,3,2,2,3,4,2,3,0,2,0,0,5,9,0,0,1,15,1,0,2,4,0,0,0,1,0,0,2,0,4,0,2,1,0,1,0,0,0,1,0,0,0,6,0,13,5,0,0,2,0,0,0,18,2,1,2,20,2,1,14,0,4,8,0,12,5,1,1,2,0,0,14,0,0,0,0,0,0,0,0,8,13,0,0,0,1,0,0,0,2,1,31,4,1,1,1,9,0,0,26,0,3,9,0,0,3,2,4,0,0,7,3,2,24,11,0,0,0,20,0,21,2,1,2,1,11,1,6,1,1,0,4,8,0,0,1,19,12,2,0,0,3,2,8,1,5,0,0,7
4,0,3,1,0,0,14,0,0,1,0,1,4,0,17,2,3,12,20,4,0,27,6,1,2,0,15,11,1,4,0,0,2,8,0,2,6,1,0,0,3,2,0,7,8,0,0,4,13,1,1,3,3,0,1,1,1,0,0,4,0,10,0,3,4,0,0,0,1,1,0,0,0,1,11,0,10,1,0,0,4,1,0,2,11,0,0,1,22,2,3,19,1,3,2,0,9,10,0,0,3,1,0,13,3,2,1,0,0,0,0,0,4,27,0,0,0,0,5,2,1,2,2,24,12,1,0,1,13,2,0,32,0,0,14,0,0,4,9,1,0,3,13,2,2,19,5,1,1,0,18,0,16,0,1,0,0,14,1,5,3,4,0,5,10,0,0,3,17,7,0,0,2,9,2,12,0,4,0,0,7
0,1,1,7,3,1,3,6,2,1,0,10,0,1,1,1,0,5,1,2,0,1,0,2,4,6,0,3,3,3,33,1,3,5,9,1,0,1,0,4,5,9,5,4,3,0,4,1,0,3,4,0,0,0,11,2,4,1,1,4,1,1,1,0,3,2,0,0,1,0,9,2,3,1,0,3,3,0,6,2,1,3,3,0,0,12,10,4,0,2,4,0,7,1,1,1,0,11,5,6,3,16,1,6,5,1,2,5,1,6,0,1,0,1,1,6,1,5,1,1,3,6,0,0,3,1,5,7,8,2,2,4,2,1,0,4,34,0,1,1,3,1,0,12,2,0,0,0,2,1,0,3,0,1,0,9,1,0,0,1,0,3,3,2,2,7,3,3,1,2,5,3,1,1,1,0,2,2,1,1,7
1,0,1,2,0,1,16,0,1,1,0,2,8,0,6,1,2,12,15,3,0,24,3,2,2,0,14,6,0,0,0,0,2,7,1,2,6,0,4,0,3,1,0,9,7,0,0,2,16,1,2,3,2,0,3,1,0,0,0,3,0,12,1,6,0,0,1,0,0,0,0,0,0,0,10,0,7,3,0,1,2,0,0,4,24,0,3,0,33,0,0,22,0,1,6,0,4,16,0,0,1,0,0,11,2,1,0,0,2,0,0,0,7,19,0,0,1,0,6,0,1,4,1,32,5,0,0,0,19,2,0,23,2,0,9,0,0,1,5,3,0,0,16,1,4,25,6,2,1,1,14,0,9,3,1,2,0,11,0,4,5,2,1,6,12,0,0,3,18,13,5,0,0,11,0,4,0,6,0,0,7
2,0,2,2,4,2,13,2,0,3,0,1,2,2,5,3,1,17,18,4,0,25,1,1,1,0,9,5,0,5,0,0,2,7,2,2,4,1,2,0,3,1,0,4,12,0,0,4,8,0,1,0,4,3,1,0,0,0,0,4,0,10,3,4,2,0,3,0,1,2,3,0,1,2,7,1,1,2,2,0,0,0,0,3,15,0,1,0,15,1,3,17,0,7,3,0,5,5,0,0,3,0,0,16,1,1,0,0,1,1,0,2,11,14,3,0,0,0,7,2,0,0,1,16,5,0,0,0,19,2,1,15,2,1,14,0,1,7,2,2,0,1,13,2,7,10,10,1,2,2,18,0,25,1,3,3,0,7,0,4,5,0,0,13,6,0,0,0,16,11,9,3,0,7,2,5,0,3,0,3,7
4,0,1,2,1,1,12,2,0,4,0,3,3,1,7,0,5,8,18,3,1,25,3,1,1,0,10,4,0,3,0,0,2,5,0,2,6,1,1,0,0,0,2,4,11,0,0,1,16,1,1,1,6,0,0,0,0,0,0,5,0,10,6,7,0,0,4,0,0,1,0,0,1,3,7,0,6,3,1,0,1,0,0,1,8,0,4,2,18,3,1,13,0,2,2,0,2,13,0,2,9,0,0,20,0,1,0,0,4,0,0,0,10,12,0,0,0,0,5,1,0,2,4,16,2,0,0,0,7,1,1,30,1,0,11,1,0,3,3,1,0,2,10,1,1,19,18,2,1,2,5,0,29,2,1,0,0,7,3,6,0,5,2,0,13,1,0,6,14,11,2,0,0,3,4,8,0,3,0,3,7
7,1,0,14,0,0,0,4,6,0,0,3,0,0,1,1,4,5,0,0,1,0,0,1,3,4,0,1,5,5,33,0,4,14,13,3,1,7,1,5,9,7,5,8,0,1,7,1,0,2,2,1,1,2,7,2,4,5,4,7,1,0,3,1,6,2,0,2,3,1,6,3,3,4,2,4,6,1,6,4,0,2,0,1,0,4,15,6,0,1,4,0,1,1,1,1,1,4,3,3,7,12,5,5,5,0,0,3,0,3,1,0,0,0,3,2,0,2,0,5,1,7,2,0,7,2,3,5,8,4,0,3,6,2,0,3,33,1,1,1,3,0,2,9,4,0,0,3,0,0,1,2,0,2,1,8,5,0,1,3,0,1,2,2,0,0,1,2,0,1,2,4,2,0,3,0,8,5,1,3,7
1,0,0,3,1,0,6,0,0,0,0,3,0,1,4,1,1,16,7,2,0,12,4,1,2,0,8,1,0,2,0,0,1,3,1,5,0,1,1,0,2,0,0,3,6,0,0,2,8,0,0,3,1,0,0,0,0,0,0,5,0,2,0,3,0,1,1,0,2,0,1,0,0,0,3,0,5,3,2,1,1,0,0,0,4,0,1,1,10,1,1,13,0,9,0,1,2,3,0,0,1,0,0,2,0,1,0,2,0,0,0,1,4,4,0,0,1,1,7,0,0,1,2,18,1,0,0,3,7,3,0,15,0,0,8,0,1,1,4,0,0,1,4,0,0,31,9,3,0,2,7,0,6,1,1,2,0,4,0,3,3,2,2,1,5,0,0,1,2,2,3,0,0,2,0,2,0,1,1,0,7
1,0,4,3,1,1,14,1,0,1,0,1,2,3,14,1,3,10,28,0,1,25,2,1,2,0,18,6,0,1,0,0,1,6,1,1,6,1,2,0,1,1,0,6,12,0,0,3,11,0,0,5,3,0,1,1,0,0,0,3,0,14,3,4,0,2,5,0,1,5,1,0,0,2,16,0,9,3,1,3,2,0,0,3,15,3,1,1,28,3,0,12,0,0,1,2,12,11,1,1,1,0,0,11,2,2,0,0,1,0,0,0,1,19,2,0,0,0,6,0,3,2,1,27,8,1,1,1,12,1,0,27,0,3,12,2,0,3,1,1,0,1,19,2,6,30,10,0,0,6,22,0,18,3,5,1,0,12,0,4,5,4,0,8,10,0,2,3,23,10,8,0,0,8,1,8,0,6,2,1,7
2,0,0,0,0,3,8,1,0,0,1,2,7,2,6,0,4,13,9,0,1,11,5,1,2,0,6,4,0,4,0,0,3,3,0,0,7,4,5,0,2,1,0,4,6,0,0,1,4,0,0,2,1,0,0,0,0,0,0,3,0,4,2,5,0,1,3,0,0,1,1,0,2,1,6,0,13,2,0,1,4,0,0,2,8,0,1,2,11,3,0,9,0,4,5,0,9,6,2,1,0,0,0,11,1,0,0,0,1,0,0,0,4,11,2,0,0,2,4,0,1,3,4,23,6,0,0,0,11,0,1,22,0,0,9,0,0,2,3,4,0,1,8,2,7,15,10,1,2,0,7,0,10,0,2,1,0,8,0,2,2,1,2,7,10,0,0,2,15,10,5,0,0,8,0,9,0,2,1,0,7
2,0,0,0,0,0,10,1,0,0,0,2,7,3,9,3,3,11,13,0,0,15,8,0,2,0,5,3,0,1,0,0,2,6,1,3,4,4,4,0,1,0,0,4,1,0,0,3,15,0,2,2,4,0,0,0,0,0,0,1,0,12,2,5,1,0,1,0,2,1,2,0,1,0,10,1,18,0,1,0,2,0,0,4,13,0,2,1,23,1,1,10,0,6,3,0,11,7,1,2,0,0,0,8,1,1,1,0,0,0,0,1,2,13,1,0,3,1,5,1,0,1,0,21,3,0,1,0,8,0,0,22,0,0,6,0,0,1,3,0,0,1,7,2,4,28,13,2,0,1,17,0,18,2,2,1,0,6,2,2,1,5,2,7,13,0,0,4,15,10,1,0,0,7,2,9,1,2,1,2,7
0,2,0,14,0,2,2,13,0,0,1,2,1,0,0,3,2,3,1,1,0,0,1,4,7,9,0,2,2,0,10,2,2,7,4,2,2,4,0,4,1,6,6,5,1,1,8,4,0,2,2,1,0,1,9,5,1,3,6,3,0,0,0,0,3,1,0,1,2,2,7,5,1,1,1,1,4,0,8,1,2,5,3,0,0,5,5,2,0,1,5,0,2,0,0,1,1,15,3,2,1,14,3,5,1,3,1,2,0,8,0,3,0,1,1,4,1,1,0,2,2,2,1,0,3,2,0,3,13,0,0,10,1,5,0,0,14,3,1,4,5,1,1,8,5,0,0,3,6,0,0,1,0,2,1,3,0,0,2,4,0,1,4,5,0,4,2,5,0,0,4,1,3,1,4,2,3,1,4,7,7
3,0,4,6,0,0,15,1,0,1,0,1,7,0,11,3,1,14,12,2,3,22,3,2,4,0,7,9,0,4,0,0,2,9,0,5,9,5,0,0,3,0,1,5,5,0,0,3,15,1,0,3,2,0,2,2,0,0,0,2,0,23,4,3,0,0,2,0,0,4,2,0,2,0,13,0,10,0,0,1,2,0,0,2,17,2,1,2,24,3,1,16,0,2,5,0,10,5,1,0,1,0,0,14,2,0,2,0,2,1,0,2,9,23,1,0,0,0,7,1,2,0,0,18,4,1,0,0,20,1,0,18,0,2,10,0,0,1,2,5,0,1,20,3,2,13,7,2,1,0,22,0,23,0,0,2,1,12,0,8,2,4,0,8,22,0,0,4,14,9,6,0,0,8,1,7,0,7,0,1,7
3,0,1,6,1,0,13,0,0,0,1,4,3,0,4,1,0,10,21,0,1,24,4,1,5,0,12,7,0,3,0,0,2,7,0,2,2,0,2,0,1,2,0,12,8,1,0,1,7,0,0,3,1,0,0,0,0,0,0,4,0,11,3,4,1,0,5,0,1,2,3,0,1,2,6,0,5,2,0,1,1,0,0,1,10,0,1,1,28,2,1,20,0,2,4,1,7,9,0,0,1,0,2,8,0,0,2,0,2,0,0,0,1,20,0,1,1,1,3,0,1,2,0,26,1,1,0,0,6,1,2,19,1,0,4,0,0,3,3,1,0,0,7,1,4,26,7,2,0,3,13,0,22,1,4,0,0,9,0,2,3,2,2,2,7,1,0,1,10,9,4,0,0,9,1,7,0,4,1,1,7
0,0,1,1,0,1,17,0,0,0,1,0,3,1,13,0,3,10,19,3,0,25,7,4,3,0,17,11,2,6,0,0,3,9,0,5,4,3,3,0,5,0,0,7,15,0,0,2,17,0,0,0,2,0,0,1,1,0,0,4,0,14,2,5,1,1,2,0,0,1,0,0,1,1,18,1,10,5,1,0,0,0,0,0,18,1,1,1,35,3,2,14,0,0,4,1,11,15,2,3,0,0,0,14,3,0,0,0,1,0,0,3,9,20,0,0,4,0,4,0,0,3,1,17,11,1,1,1,11,3,0,27,0,0,13,1,0,3,3,6,0,0,18,2,4,30,9,1,0,1,14,0,25,2,4,5,2,6,0,7,2,1,0,3,16,0,0,1,21,9,2,0,0,13,3,8,0,9,0,0,7
4,0,0,2,3,1,7,0,0,2,0,0,8,0,5,2,0,12,19,3,1,22,2,1,1,0,17,5,1,1,0,0,3,9,1,1,5,1,0,0,1,0,0,10,2,1,0,2,11,0,2,1,3,0,1,0,0,0,0,2,0,7,6,2,2,0,1,0,2,1,1,0,4,0,7,1,4,1,1,0,2,0,0,0,10,2,0,3,15,0,2,10,0,5,4,0,9,13,1,0,1,1,1,6,0,2,0,0,0,0,0,1,4,18,0,0,0,0,6,0,1,2,0,16,2,0,0,1,14,0,1,26,3,0,8,0,0,4,3,0,0,0,15,5,4,21,4,1,1,2,25,0,18,4,3,2,0,6,0,5,1,1,2,1,8,1,0,0,26,10,7,0,0,6,1,8,0,0,0,0,7
1,3,0,30,0,1,1,4,3,0,2,3,0,0,2,1,0,4,0,2,1,0,3,1,2,3,0,1,3,0,49,0,3,3,10,1,1,3,1,6,3,4,4,6,1,5,17,0,0,3,2,0,1,1,9,1,2,6,10,2,1,0,1,0,4,0,0,3,1,1,2,6,7,0,0,4,2,0,5,3,1,10,4,2,0,4,14,4,0,0,2,0,3,2,0,2,0,3,3,2,5,15,2,7,3,0,1,3,0,6,1,1,2,0,1,6,0,1,1,1,4,1,3,0,4,2,2,6,5,0,1,0,3,1,0,3,46,0,0,0,5,0,0,7,0,0,0,0,3,0,0,2,0,1,1,5,1,0,1,0,0,2,2,2,0,2,6,8,0,0,2,3,0,0,3,0,5,0,1,7,7
4,0,2,2,1,0,15,1,0,0,0,4,4,0,4,3,0,15,15,1,0,20,2,2,2,0,15,5,2,0,0,0,2,11,2,0,4,0,2,0,1,3,0,3,2,0,0,2,18,1,0,1,4,0,0,0,0,0,0,1,0,7,2,6,2,0,2,0,1,1,1,0,2,0,5,0,10,2,0,1,4,0,0,1,10,0,3,1,22,2,0,18,0,8,1,0,2,11,0,1,3,0,0,8,0,2,1,1,1,0,0,0,9,17,0,0,3,0,6,1,2,2,3,35,2,0,0,1,6,1,3,20,2,0,14,0,0,1,2,2,0,1,15,0,2,26,10,0,1,4,16,0,22,0,7,1,1,11,3,1,3,2,1,6,8,2,0,1,7,8,5,0,0,8,0,10,0,2,1,2,7
1,5,0,16,1,1,0,1,0,2,4,1,2,1,0,2,1,6,0,1,1,0,2,1,1,2,0,3,4,0,14,0,2,15,6,2,0,3,4,3,3,7,6,6,1,6,12,2,1,2,1,0,1,3,5,1,4,5,6,4,0,0,2,0,3,2,1,6,3,1,3,8,3,0,0,3,3,7,12,2,0,6,0,1,0,9,12,8,0,0,9,1,3,4,0,2,0,2,2,2,2,9,5,11,5,0,0,3,0,10,1,0,0,0,1,5,5,1,1,5,4,2,1,0,3,0,2,4,6,2,1,2,3,2,0,2,24,1,1,0,5,2,2,9,0,0,0,1,4,0,1,1,1,0,0,8,2,0,2,0,4,2,3,1,0,4,2,1,0,0,2,6,0,1,9,1,1,1,4,1,7
1,0,1,2,0,1,6,0,0,5,1,2,0,4,6,0,0,13,11,3,0,19,3,2,2,0,12,7,0,1,0,0,3,8,1,3,6,0,3,0,2,1,1,7,14,0,0,3,11,0,1,3,3,0,0,0,0,0,0,3,1,10,3,7,0,0,7,0,2,2,1,0,0,1,5,0,4,5,0,0,3,0,0,3,15,1,1,1,21,1,3,22,0,4,6,0,6,5,0,3,2,0,0,12,0,2,0,0,0,0,0,1,8,21,0,0,0,1,6,1,3,3,0,14,3,1,0,1,17,4,1,24,0,0,10,1,0,2,1,4,0,0,12,3,1,4,8,3,1,2,8,0,33,1,5,3,0,11,0,2,2,4,0,1,5,1,0,1,6,12,7,0,0,3,3,7,0,8,0,0,7
3,2,1,20,4,1,0,10,1,0,0,4,2,1,0,1,2,4,0,0,2,0,2,3,3,0,0,1,7,1,16,1,6,11,10,2,2,4,2,3,0,2,4,5,0,2,11,0,0,2,0,0,0,0,6,3,1,3,8,5,4,2,0,3,4,2,1,3,1,0,3,1,0,4,0,1,2,1,4,1,0,5,2,1,0,6,9,5,0,1,7,0,4,1,2,1,1,9,3,2,6,9,1,4,2,0,2,4,0,4,0,2,2,0,3,3,0,5,1,0,4,1,2,0,3,2,1,3,5,0,0,8,1,0,0,3,18,2,2,5,3,2,2,8,1,0,0,1,6,2,1,2,1,1,3,3,3,1,1,0,0,0,1,3,1,0,5,4,0,2,0,0,3,0,6,1,4,2,1,3,7
2,1,2,17,0,2,0,4,1,0,2,2,0,2,0,2,2,2,0,3,1,0,0,5,3,4,0,2,3,2,31,1,2,14,7,3,0,2,1,3,7,5,5,7,1,0,2,2,0,2,2,0,1,1,8,4,3,3,14,8,2,0,3,0,1,4,0,2,0,1,5,4,4,6,1,2,2,1,3,1,1,5,0,0,0,2,8,7,0,0,4,0,2,1,0,3,1,3,5,3,6,9,3,8,6,1,1,3,0,7,0,4,0,0,0,9,0,4,2,0,2,2,2,0,2,2,2,5,7,2,2,3,3,5,0,10,28,1,1,2,4,0,0,14,1,0,0,1,1,4,0,2,0,1,1,3,5,0,2,1,1,1,4,1,0,2,4,9,1,0,2,7,3,0,4,2,6,2,2,3,7
3,0,3,1,0,0,2,2,0,2,0,2,1,2,3,1,0,13,6,0,1,12,1,0,2,0,8,1,2,4,0,0,3,4,1,2,6,0,0,0,3,0,0,6,2,1,0,4,8,0,0,2,0,0,0,0,0,0,0,5,1,4,4,2,0,0,2,0,2,2,1,0,2,0,5,0,8,6,1,1,4,0,0,4,4,0,2,0,13,1,1,8,0,7,2,0,6,5,0,1,1,0,0,6,0,1,0,0,0,1,0,0,4,8,3,0,1,1,4,0,1,0,0,23,1,0,0,0,11,2,0,15,0,0,13,1,0,2,2,3,0,1,6,0,2,8,9,3,0,0,10,0,6,2,2,1,0,3,1,0,3,7,2,2,4,0,0,3,9,4,4,1,0,10,1,3,0,1,1,0,7
3,0,1,2,1,1,3,1,0,3,0,3,3,3,7,1,1,8,11,0,2,8,5,0,0,0,9,2,0,0,0,0,4,3,1,2,6,2,2,0,2,1,0,6,5,0,0,3,13,0,2,2,4,0,0,1,0,0,0,4,0,6,0,1,0,1,2,0,1,1,2,0,1,0,6,1,5,3,0,0,0,0,0,1,6,0,1,0,22,2,0,14,0,2,1,0,2,12,1,2,1,0,0,6,1,1,1,0,2,0,0,0,8,18,0,0,0,0,3,0,1,0,1,22,3,0,0,0,13,3,0,15,1,1,4,0,0,2,3,0,0,0,14,0,2,22,8,0,2,4,13,0,14,4,1,3,0,3,0,2,2,0,0,3,3,0,0,8,16,9,4,0,0,10,1,8,0,4,0,0,7
2,0,2,1,1,1,2,1,0,0,0,5,3,0,4,2,0,13,12,3,0,8,3,0,1,1,6,0,0,4,0,0,4,2,2,2,2,0,0,0,1,0,0,5,0,0,0,0,11,0,0,0,1,1,0,0,0,0,0,2,0,5,2,1,1,0,0,0,0,0,3,0,0,1,1,0,11,1,0,1,3,0,0,0,5,1,0,1,10,1,0,10,0,5,1,0,0,8,1,4,2,0,0,2,0,2,1,1,2,0,0,0,4,9,0,0,0,4,3,2,0,0,3,24,2,0,0,0,5,0,0,9,1,0,7,1,0,1,2,2,0,0,7,1,0,12,3,0,0,4,4,0,9,2,1,1,0,2,0,3,3,2,0,0,3,0,0,4,5,1,2,0,0,2,0,3,0,1,0,0,7
2,0,3,0,0,1,11,2,0,1,0,1,2,1,6,2,0,13,9,1,0,12,3,1,1,0,9,5,0,3,0,0,9,1,0,1,5,0,0,0,2,1,1,7,7,0,0,2,12,0,3,2,3,0,0,0,0,1,0,3,1,8,1,0,1,0,1,0,0,0,1,0,1,0,4,0,6,3,0,1,0,0,0,1,12,0,1,2,19,4,2,16,0,5,7,0,5,6,1,2,2,0,0,7,0,1,0,0,1,0,0,0,3,16,1,0,1,0,10,1,0,1,1,27,0,0,0,0,6,1,0,20,1,2,6,2,0,3,5,0,0,0,13,4,4,17,10,0,0,2,11,0,20,2,4,0,1,3,2,1,3,0,1,0,12,1,0,2,14,8,2,0,0,9,1,4,1,1,1,2,7
3,0,3,1,0,0,2,2,0,2,0,2,1,2,3,1,0,13,6,0,1,12,1,0,2,0,8,1,2,4,0,0,3,4,1,2,6,0,0,0,3,0,0,6,2,1,0,4,8,0,0,2,0,0,0,0,0,0,0,5,1,4,4,2,0,0,2,0,2,2,1,0,2,0,5,0,8,6,1,1,4,0,0,4,4,0,2,0,13,1,1,8,0,7,2,0,6,5,0,1,1,0,0,6,0,1,0,0,0,1,0,0,4,8,3,0,1,1,4,0,1,0,0,23,1,0,0,0,11,2,0,15,0,0,13,1,0,2,2,3,0,1,6,0,2,8,9,3,0,0,10,0,6,2,2,1,0,3,1,0,3,7,2,2,4,0,0,3,9,4,4,1,0,10,1,3,0,1,1,0,7
7,0,0,41,4,1,2,5,0,1,0,2,0,3,0,1,0,1,0,1,0,1,0,1,4,2,0,1,4,0,39,1,2,5,10,0,1,0,2,4,10,2,4,7,0,1,18,0,0,1,1,0,1,2,7,0,2,3,9,3,2,1,0,1,1,1,0,2,0,0,4,5,6,1,0,2,2,0,12,5,0,8,3,0,0,7,14,4,0,0,4,1,0,2,0,2,0,2,1,0,3,18,0,6,2,2,2,0,1,16,1,0,0,0,2,8,1,5,2,1,3,1,1,0,3,2,1,5,16,6,2,1,4,3,0,4,36,1,0,1,3,1,2,10,1,0,0,0,6,1,1,1,0,0,0,11,5,1,1,0,1,1,4,5,0,3,2,5,0,0,0,10,1,1,5,1,4,0,4,1,7
0,8,0,25,0,0,2,7,2,0,1,3,2,0,0,0,2,7,0,0,3,1,1,5,1,1,0,2,0,0,20,0,1,5,5,1,3,3,2,5,5,0,2,5,0,0,9,1,0,3,1,1,1,3,3,4,1,2,0,5,3,1,1,1,2,2,0,4,2,2,8,4,2,0,0,1,1,0,7,1,1,3,1,2,1,9,5,6,0,0,7,0,0,1,0,5,0,11,2,1,5,7,2,2,2,2,0,0,1,12,1,4,0,0,2,4,1,3,1,2,4,3,0,0,2,0,2,5,4,1,1,2,2,1,0,1,23,0,1,0,4,3,2,9,0,0,0,3,7,0,2,1,2,2,1,4,0,0,2,0,0,3,3,2,0,3,4,4,0,0,0,6,5,0,7,0,0,0,1,4,7
0,1,0,18,2,1,0,4,1,1,2,1,3,0,0,0,3,1,0,2,8,0,1,2,3,0,0,0,2,1,26,0,5,8,10,2,1,5,2,3,5,5,2,7,1,3,12,1,0,2,1,0,1,4,3,0,3,7,5,5,4,0,2,4,5,1,0,2,0,0,3,5,9,1,2,2,6,1,4,1,1,8,3,0,0,9,9,4,0,0,4,0,4,2,1,5,0,5,2,4,5,12,3,9,2,2,1,2,2,13,2,1,0,0,3,4,2,2,0,3,1,2,1,0,7,1,1,4,3,3,0,0,5,3,2,4,29,1,0,4,9,1,0,11,0,0,0,1,2,3,0,1,0,2,1,9,1,0,2,0,0,4,4,2,0,4,4,5,0,1,0,5,3,0,1,1,3,2,4,3,7
0,1,1,11,0,0,0,4,0,0,0,1,2,0,0,0,0,7,0,0,1,2,0,5,1,0,0,0,5,0,15,0,0,5,6,2,0,2,4,4,2,4,3,3,0,4,3,0,0,4,3,2,2,2,8,1,0,3,2,7,3,0,3,0,2,0,2,1,1,3,5,2,4,1,0,0,1,1,5,2,2,3,2,0,0,0,8,0,0,0,1,1,2,3,0,1,0,4,2,1,4,10,0,10,2,1,1,4,2,3,2,1,1,0,1,3,1,5,2,0,4,4,2,0,0,1,0,4,1,0,2,1,3,2,0,1,7,0,0,0,1,0,2,6,0,0,0,0,3,0,0,1,0,1,1,6,1,0,2,0,0,1,1,1,0,2,1,2,0,2,1,11,0,0,3,1,3,1,3,1,7
1,4,2,21,1,1,0,6,3,0,0,0,0,0,0,1,0,0,0,1,10,0,2,4,1,1,0,3,5,1,22,2,2,10,6,1,1,1,5,2,0,0,0,3,0,6,15,0,0,3,0,0,1,2,7,0,0,3,5,6,5,2,1,1,1,1,0,1,0,0,5,9,2,0,0,2,1,0,8,2,0,4,0,0,0,7,6,3,0,0,4,0,3,3,0,3,0,0,0,2,3,6,6,3,1,1,2,3,0,3,1,1,0,0,3,5,0,1,1,0,3,3,0,0,3,0,3,7,8,5,1,0,0,2,0,3,36,0,0,2,7,1,0,4,0,0,0,3,1,0,0,1,0,4,0,5,0,1,3,0,1,0,1,2,0,2,1,5,0,0,0,6,1,0,2,4,4,1,1,1,7
0,5,0,22,2,2,1,4,1,1,4,3,0,0,0,5,1,0,0,2,0,0,2,1,2,2,0,1,2,0,34,1,3,10,9,0,0,0,1,2,0,8,1,9,0,3,14,0,0,0,4,0,0,3,6,0,1,7,7,0,3,0,3,1,1,0,0,2,1,3,0,10,10,5,2,1,1,0,8,3,0,11,4,1,0,7,8,9,0,1,3,0,0,3,0,2,0,1,3,2,3,22,3,12,3,2,0,1,1,8,0,0,0,1,0,5,0,4,0,0,3,4,0,0,3,2,0,6,7,2,2,2,1,0,1,4,42,1,0,1,7,1,3,21,1,0,0,2,3,2,0,0,0,0,0,6,1,0,1,0,1,1,0,3,1,7,3,1,0,0,0,6,3,0,6,0,4,2,4,2,7
